PostIndex,Topic,Emotion,AudioFormat,VideoFormat,Language
10749,Couple Romance,affection,lip-syncing,self-shot,Hindi
10757,Dance,happy,lip-syncing,self-shot,Hindi
10760,Couple Romance,affection,lip-syncing,self-shot,Hindi
10762,Couple Romance,happy,lip-syncing,self-shot,Hindi
10768,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
10771,Couple Romance,affection,lip-syncing,self-shot,Hindi
10773,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
10774,Couple Romance,affection,background-song-with-lyrics,videos-with-text,Hindi
10779,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
10784,Couple Romance,happy,lip-syncing,self-shot,Hindi
10786,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
10788,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
10793,Couple Romance,affection,lip-syncing,self-shot,Hindi
10794,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
10797,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
10801,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
10807,Couple Romance,sad,background-song-with-lyrics,special-effects,Hindi
10809,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
10816,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
10817,Memes,happy,self-spoken-dialogues,videos-with-text,Hindi
10819,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
10825,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
10829,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
10844,Couple Romance,happy,lip-syncing,special-effects,Hindi
10857,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
10884,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
10889,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
10891,Couple Romance,affection,lip-syncing,self-shot,Hindi
10903,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
10911,Couple Romance,affection,lip-syncing,self-shot,Hindi
10917,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
10928,Heartbreak Romance,sad,self-spoken-monologues,videos-with-text,Hindi
10941,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
10943,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
10963,Pranks,happy,self-spoken-monologues,special-effects,Hindi
10966,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
10971,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
10976,Pranks,happy,self-spoken-monologues,self-shot,Hindi
10986,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
10987,Dance,affection,background-song-with-lyrics,self-shot,Hindi
10988,Dance,neutral,background-song-with-lyrics,special-effects,Hindi
10991,Couple Romance,neutral,background-song-with-lyrics,self-shot,Hindi
10993,Couple Romance,sad,lip-syncing,special-effects,Hindi
10994,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
10995,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
11012,Couple Romance,affection,lip-syncing,self-shot,Hindi
11015,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
11021,Couple Romance,affection,lip-syncing,self-shot,Hindi
11026,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
11035,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
11036,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
11047,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
11051,Couple Romance,affection,lip-syncing,self-shot,Hindi
11053,Couple Romance,neutral,lip-syncing,self-shot,Hindi
11058,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
11067,Couple Romance,happy,background-song-with-lyrics,special-effects,Hindi
11074,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
11080,Memes,happy,background-song-with-lyrics,videos-with-text,Hindi
11081,Couple Romance,happy,lip-syncing,self-shot,Hindi
11086,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
11096,Couple Romance,happy,lip-syncing,self-shot,Hindi
11100,Memes,happy,self-spoken-dialogues,videos-with-text,Hindi
11101,Dance,affection,lip-syncing,self-shot,Hindi
11114,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
11115,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
11119,Dance,happy,lip-syncing,self-shot,Hindi
11121,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
11122,Couple Romance,neutral,background-song-with-lyrics,self-shot,Hindi
11144,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
11149,Couple Romance,neutral,self-spoken-monologues,self-shot,Hindi
11154,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
11167,Dance,happy,lip-syncing,self-shot,Hindi
11169,Couple Romance,affection,lip-syncing,self-shot,Hindi
11171,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
11182,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
11188,Dance,happy,background-song-with-lyrics,self-shot,Hindi
11192,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
11194,Couple Romance,affection,lip-syncing,self-shot,Hindi
11199,Couple Romance,happy,lip-syncing,self-shot,Hindi
11204,Heartbreak Romance,sad,lip-syncing,videos-with-text,Hindi
11207,Couple Romance,happy,lip-syncing,self-shot,Hindi
11211,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
11221,Dance,affection,lip-syncing,self-shot,Hindi
11223,Dance,happy,lip-syncing,self-shot,Hindi
11236,Couple Romance,affection,lip-syncing,self-shot,Hindi
11246,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
11250,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
11258,Pranks,happy,self-spoken-monologues,special-effects,Hindi
11271,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
11279,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
11282,Dance,happy,lip-syncing,special-effects,Hindi
11283,Dance,happy,lip-syncing,self-shot,Hindi
11292,Pranks,happy,background-song-with-lyrics,special-effects,Hindi
11307,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
11308,Pranks,happy,self-spoken-monologues,special-effects,Hindi
11314,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
11315,Couple Romance,affection,lip-syncing,self-shot,Hindi
11318,Dance,affection,lip-syncing,self-shot,Hindi
11327,Dance,affection,background-song-with-lyrics,self-shot,Hindi
11330,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
11336,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
11347,Couple Romance,happy,background-song-with-lyrics,special-effects,Hindi
11349,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
11366,Couple Romance,affection,lip-syncing,special-effects,Hindi
11367,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
11377,Dance,affection,background-song-with-lyrics,special-effects,Hindi
11382,Couple Romance,affection,lip-syncing,self-shot,Hindi
11404,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
11405,Pranks,happy,background-song-with-lyrics,videos-with-text,Hindi
11406,Dance,happy,lip-syncing,self-shot,Hindi
11409,Heartbreak Romance,confidence,lip-syncing,self-shot,Hindi
11411,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
11417,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
11418,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
11427,Couple Romance,affection,lip-syncing,self-shot,Hindi
11428,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
11429,Dance,affection,lip-syncing,special-effects,Hindi
11430,Heartbreak Romance,happy,lip-syncing,special-effects,Hindi
11447,Dance,affection,lip-syncing,self-shot,Hindi
11450,Dance,happy,lip-syncing,self-shot,Hindi
11458,Couple Romance,affection,lip-syncing,self-shot,Hindi
11471,Memes,happy,lip-syncing,self-shot,Hindi
11472,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
11474,Couple Romance,happy,background-song-with-lyrics,special-effects,Hindi
11490,Dance,affection,lip-syncing,self-shot,Hindi
11492,Dance,happy,lip-syncing,self-shot,Hindi
11506,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
11510,Couple Romance,affection,lip-syncing,self-shot,Hindi
11518,Couple Romance,affection,lip-syncing,self-shot,Hindi
11527,Couple Romance,affection,lip-syncing,self-shot,Hindi
11532,Pranks,confusion,background-song-with-lyrics,videos-with-text,Hindi
11537,Heartbreak Romance,happy,lip-syncing,self-shot,Hindi
11539,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
11553,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
11563,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
11568,Couple Romance,happy,lip-syncing,self-shot,Hindi
11570,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
11572,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
11573,Pranks,fear,self-spoken-dialogues,self-shot,Hindi
11577,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
11584,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
11585,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
11586,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
11588,Heartbreak Romance,sad,lip-syncing,videos-with-text,Hindi
11590,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
11594,Dance,affection,lip-syncing,special-effects,Hindi
11597,Couple Romance,affection,background-song-with-lyrics,videos-with-text,Hindi
11598,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
11608,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
11609,Dance,affection,lip-syncing,self-shot,Hindi
11610,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
11628,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
11630,Heartbreak Romance,sad,background-song-with-lyrics,videos-with-text,Hindi
11643,Couple Romance,sad,lip-syncing,special-effects,Hindi
11645,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
11648,Couple Romance,happy,lip-syncing,special-effects,Hindi
11653,Heartbreak Romance,sad,background-song-with-lyrics,videos-with-text,Hindi
11655,Dance,affection,lip-syncing,self-shot,Hindi
11666,Pranks,happy,self-spoken-monologues,videos-with-text,Hindi
11679,Couple Romance,happy,lip-syncing,special-effects,Hindi
11706,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
11708,Dance,happy,lip-syncing,self-shot,Hindi
11717,Couple Romance,affection,lip-syncing,self-shot,Hindi
11725,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
11736,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
11759,Couple Romance,affection,lip-syncing,self-shot,Hindi
11760,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
11763,Couple Romance,happy,lip-syncing,self-shot,Hindi
11775,Pranks,happy,background-song-with-lyrics,special-effects,Hindi
11789,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
11790,Couple Romance,confidence,lip-syncing,special-effects,Hindi
11797,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
11810,Dance,affection,lip-syncing,self-shot,Hindi
11812,Couple Romance,happy,lip-syncing,self-shot,Hindi
11813,Dance,happy,lip-syncing,special-effects,Hindi
11817,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
11827,Couple Romance,confidence,lip-syncing,self-shot,Hindi
11838,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
11843,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
11844,Couple Romance,affection,self-spoken-monologues,special-effects,Hindi
11846,Couple Romance,affection,lip-syncing,self-shot,Hindi
11851,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
11855,Memes,happy,self-spoken-monologues,special-effects,Hindi
11859,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
11879,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
11886,Couple Romance,happy,lip-syncing,self-shot,Hindi
11889,Couple Romance,happy,self-spoken-dialogues,self-shot,Hindi
11893,Couple Romance,neutral,lip-syncing,self-shot,Hindi
11898,Dance,affection,lip-syncing,self-shot,Hindi
11899,Pranks,happy,self-spoken-monologues,self-shot,Hindi
11907,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
11920,Couple Romance,happy,lip-syncing,self-shot,Hindi
11921,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
11922,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
11923,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
11924,Couple Romance,affection,lip-syncing,self-shot,Hindi
11928,Couple Romance,affection,lip-syncing,special-effects,Hindi
11934,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
11938,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
11947,Couple Romance,affection,lip-syncing,special-effects,Hindi
11955,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
11988,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
11989,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
11990,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
11999,Dance,happy,lip-syncing,self-shot,Hindi
12009,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
12012,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
12016,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
12017,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
12033,Couple Romance,happy,lip-syncing,self-shot,Hindi
12043,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
12052,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
12061,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
12064,Couple Romance,affection,lip-syncing,special-effects,Hindi
12085,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
12092,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
12101,Heartbreak Romance,sad,background-song-with-lyrics,videos-with-text,Hindi
12108,Couple Romance,happy,lip-syncing,special-effects,Hindi
12110,Couple Romance,affection,lip-syncing,self-shot,Hindi
12113,Couple Romance,happy,lip-syncing,self-shot,Hindi
12117,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
12120,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
12121,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
12127,Couple Romance,affection,lip-syncing,self-shot,Hindi
12130,Pranks,happy,background-song-with-lyrics,special-effects,Hindi
12147,Couple Romance,happy,lip-syncing,self-shot,Hindi
12152,Dance,happy,lip-syncing,self-shot,Hindi
12156,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
12163,Couple Romance,confidence,background-song-with-lyrics,special-effects,Hindi
12175,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
12177,Couple Romance,happy,lip-syncing,special-effects,Hindi
12199,Dance,happy,lip-syncing,self-shot,Hindi
12205,Couple Romance,affection,lip-syncing,self-shot,Hindi
12216,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
12220,Pranks,happy,self-spoken-monologues,self-shot,Hindi
12224,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
12227,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
12251,Couple Romance,happy,lip-syncing,self-shot,Hindi
12253,Couple Romance,happy,self-spoken-monologues,videos-with-text,Hindi
12265,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
12273,Couple Romance,surprise,lip-syncing,self-shot,Hindi
12282,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
12295,Couple Romance,affection,lip-syncing,self-shot,Hindi
12300,Dance,affection,lip-syncing,self-shot,Hindi
12305,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
12310,Pranks,happy,background-song-with-lyrics,videos-with-text,Hindi
12311,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
12323,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
12324,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
12329,Couple Romance,neutral,lip-syncing,self-shot,Hindi
12330,Dance,affection,lip-syncing,self-shot,Hindi
12333,Pranks,happy,noise,self-shot,Hindi
12350,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
12355,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
12359,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
12360,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
12365,Couple Romance,happy,lip-syncing,self-shot,Hindi
12386,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
12390,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
12396,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
12402,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
12403,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
12407,Couple Romance,affection,lip-syncing,self-shot,Hindi
12416,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
12418,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
12423,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
12424,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
12426,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
12431,Pranks,happy,self-spoken-monologues,special-effects,Hindi
12436,Couple Romance,happy,self-spoken-dialogues,videos-with-text,Hindi
12465,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
12466,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
12472,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
12474,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
12475,Couple Romance,happy,lip-syncing,self-shot,Hindi
12483,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
12488,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
12494,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
12496,Couple Romance,affection,lip-syncing,self-shot,Hindi
12499,Couple Romance,happy,lip-syncing,self-shot,Hindi
12506,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
12509,Pranks,happy,background-song-with-lyrics,special-effects,Hindi
12516,Dance,happy,lip-syncing,self-shot,Hindi
12518,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
12521,Pranks,happy,self-spoken-monologues,self-shot,Hindi
12522,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
